WellName,MD,CN,GR,ZDEN,RT,Lithology Primary,Lithology Secondary
Well-57,1272.6,0.21,37.21,2.42,2.44,108,103
Well-57,1272.7,0.2,36.86,2.42,2.53,108,103
Well-57,1272.8,0.19,36.3,2.42,2.7,108,103
Well-57,1272.9,0.18,35.38,2.42,2.96,108,103
Well-57,1273,0.17,34.25,2.43,3.33,108,103
Well-57,1273.1,0.16,33.35,2.44,3.79,108,103
Well-57,1273.2,0.15,32.83,2.46,4.17,108,103
Well-57,1273.3,0.15,32.7,2.47,4.5,108,103
Well-57,1273.4,0.15,32.72,2.49,4.97,108,103
Well-57,1273.5,0.15,32.77,2.5,5.56,108,103
Well-57,1273.6,0.14,32.8,2.52,6.16,108,103
Well-57,1273.7,0.14,33.09,2.53,6.75,108,103
Well-57,1273.8,0.13,33.73,2.55,7.55,108,103
Well-57,1273.9,0.13,34.61,2.57,8.77,108,103
Well-57,1274,0.13,35.39,2.59,9.81,108,103
Well-57,1274.1,0.14,36.26,2.6,9.36,108,103
Well-57,1274.2,0.15,38.01,2.59,7.73,101,104
Well-57,1274.3,0.15,41.74,2.57,6.02,101,104
Well-57,1274.4,0.16,47.83,2.55,4.68,101,104
Well-57,1274.5,0.17,55.94,2.51,3.86,108,103
Well-57,1274.6,0.19,65.09,2.48,3.38,108,103
Well-57,1274.7,0.21,74.41,2.44,2.98,108,103
Well-57,1274.8,0.24,83.22,2.39,2.61,108,103
Well-57,1274.9,0.26,90.83,2.36,2.33,108,103
Well-57,1275,0.28,96.17,2.33,2.18,108,103
Well-57,1275.1,0.29,98.46,2.32,2.1,108,103
Well-57,1275.2,0.29,97.77,2.33,2.01,108,103
Well-57,1275.3,0.27,95.53,2.35,1.92,108,103
Well-57,1275.4,0.25,93.48,2.38,1.87,108,103
Well-57,1275.5,0.23,92.1,2.42,1.91,108,103
Well-57,1275.6,0.21,90.53,2.46,2.06,108,103
Well-57,1275.7,0.2,87.69,2.48,2.28,108,103
Well-57,1275.8,0.19,83.23,2.5,2.57,108,103
Well-57,1275.9,0.18,78.46,2.51,2.92,108,103
Well-57,1276,0.18,75.3,2.52,3.27,102,104
Well-57,1276.1,0.18,75.4,2.52,3.44,102,104
Well-57,1276.2,0.18,79.47,2.51,3.25,102,104
Well-57,1276.3,0.19,87.02,2.49,2.87,108,103
Well-57,1276.4,0.22,96.17,2.46,2.53,108,103
Well-57,1276.5,0.24,104.81,2.42,2.25,108,103
Well-57,1276.6,0.27,111.67,2.39,2,108,103
Well-57,1276.7,0.29,116.98,2.36,1.79,108,103
Well-57,1276.8,0.31,121.88,2.34,1.63,103,108
Well-57,1276.9,0.33,127.5,2.31,1.54,103,108
Well-57,1277,0.35,133.61,2.28,1.47,103,108
Well-57,1277.1,0.37,139.17,2.26,1.41,103,108
Well-57,1277.2,0.39,142.94,2.24,1.35,103,108
Well-57,1277.3,0.39,143.96,2.23,1.31,103,108
Well-57,1277.4,0.4,142.23,2.22,1.3,103,108
Well-57,1277.5,0.39,138.4,2.23,1.3,103,108
Well-57,1277.6,0.38,133.35,2.24,1.3,103,108
Well-57,1277.7,0.37,128.39,2.25,1.3,103,108
Well-57,1277.8,0.37,124.58,2.26,1.31,103,108
Well-57,1277.9,0.37,123.08,2.27,1.32,103,108
Well-57,1278,0.38,124.41,2.26,1.33,103,108
Well-57,1278.1,0.39,128.13,2.25,1.35,103,108
Well-57,1278.2,0.41,132.83,2.23,1.36,103,108
Well-57,1278.3,0.43,136.63,2.22,1.35,103,108
Well-57,1278.4,0.43,137.98,2.21,1.33,103,108
Well-57,1278.5,0.43,136.08,2.21,1.31,103,108
Well-57,1278.6,0.42,131.56,2.21,1.29,103,108
Well-57,1278.7,0.41,125.8,2.21,1.28,103,108
Well-57,1278.8,0.4,120.64,2.2,1.28,103,108
Well-57,1278.9,0.4,117.15,2.2,1.3,103,108
Well-57,1279,0.4,115.56,2.19,1.33,103,108
Well-57,1279.1,0.4,115.16,2.19,1.37,103,108
Well-57,1279.2,0.39,115.16,2.19,1.44,103,108
Well-57,1279.3,0.38,114.74,2.2,1.53,103,108
Well-57,1279.4,0.36,113.31,2.21,1.63,103,108
Well-57,1279.5,0.35,111.12,2.22,1.7,103,108
Well-57,1279.6,0.34,109.11,2.24,1.75,103,108
Well-57,1279.7,0.33,108.39,2.25,1.77,103,108
Well-57,1279.8,0.33,110.11,2.26,1.75,103,108
Well-57,1279.9,0.33,113.63,2.28,1.72,103,108
Well-57,1280,0.34,117.85,2.29,1.68,103,108
Well-57,1280.1,0.35,121.21,2.29,1.65,103,108
Well-57,1280.2,0.35,123.32,2.29,1.63,103,108
Well-57,1280.3,0.35,124.48,2.29,1.61,103,108
Well-57,1280.4,0.34,125.09,2.29,1.63,103,108
Well-57,1280.5,0.33,125.13,2.3,1.7,103,108
Well-57,1280.6,0.32,123.94,2.31,1.79,103,108
Well-57,1280.7,0.31,121.18,2.33,1.92,103,108
Well-57,1280.8,0.3,117.06,2.35,2.08,103,108
Well-57,1280.9,0.29,112.74,2.39,2.25,103,108
Well-57,1281,0.27,110.51,2.41,2.38,103,108
Well-57,1281.1,0.25,112.01,2.44,2.44,103,108
Well-57,1281.2,0.23,117.15,2.45,2.47,103,108
Well-57,1281.3,0.21,124.12,2.45,2.48,103,108
Well-57,1281.4,0.2,130.22,2.45,2.49,103,108
Well-57,1281.5,0.2,133.44,2.45,2.54,103,108
Well-57,1282.5,0.18,123.45,2.44,2.58,102,103
Well-57,1282.6,0.19,129.98,2.43,2.47,102,103
Well-57,1282.7,0.2,134.43,2.43,2.45,102,103
Well-57,1282.8,0.2,135.22,2.43,2.5,102,103
Well-57,1282.9,0.18,130.95,2.45,2.67,102,103
Well-57,1283,0.15,120.74,2.49,3.06,102,103
Well-57,1283.1,0.12,104.94,2.54,3.83,102,103
Well-57,1283.2,0.09,85.54,2.62,5.08,108,103
Well-57,1283.3,0.07,65.91,2.7,6.75,108,103
Well-57,1283.4,0.05,49.65,2.77,8.53,108,103
Well-57,1283.5,0.04,39.24,2.83,9.97,108,103
Well-57,1283.6,0.04,35.89,2.85,10.33,108,103
Well-57,1283.7,0.04,39.47,2.84,9.11,108,103
Well-57,1283.8,0.05,49.27,2.8,7.04,108,103
Well-57,1283.9,0.06,63.84,2.73,5.24,108,103
Well-57,1284,0.08,80.77,2.67,4.08,103,102
Well-57,1284.1,0.11,96.61,2.62,3.45,103,102
Well-57,1284.2,0.14,107.46,2.58,3.18,103,102
Well-57,1284.3,0.14,110.07,2.58,3.2,103,102
Well-57,1284.4,0.13,103.44,2.6,3.53,103,102
Well-57,1284.5,0.11,89.74,2.64,4.27,103,102
Well-57,1284.6,0.08,73.21,2.68,5.63,114,103
Well-57,1284.7,0.07,58.56,2.72,7.77,114,103
Well-57,1284.8,0.06,48.86,2.77,10.08,114,103
Well-57,1284.9,0.06,45.35,2.8,10.92,114,103
Well-57,1285.5,0.17,80.5,2.52,3.44,114,0
Well-57,1285.6,0.19,87.01,2.48,3.01,114,0
Well-57,1285.7,0.21,92.69,2.46,2.74,114,0
Well-57,1285.8,0.23,96.47,2.44,2.54,114,0
Well-57,1285.9,0.25,97.99,2.43,2.36,114,0
Well-57,1286,0.26,97.96,2.42,2.22,114,0
Well-57,1286.1,0.26,97.83,2.41,2.14,114,0
Well-57,1286.2,0.26,99.18,2.4,2.11,108,102
Well-57,1286.3,0.25,102.6,2.38,2.09,108,102
Well-57,1286.4,0.25,107.94,2.38,2.09,104,102
Well-57,1286.5,0.24,115.24,2.37,2.1,104,102
Well-57,1286.6,0.24,124.29,2.38,2.12,103,102
Well-57,1286.7,0.24,134.19,2.38,2.14,103,102
Well-57,1286.8,0.24,143.29,2.39,2.16,103,102
Well-57,1286.9,0.24,149.89,2.4,2.16,103,102
Well-57,1287,0.24,152.92,2.4,2.15,103,108
Well-57,1287.1,0.24,151.9,2.4,2.11,103,108
Well-57,1287.2,0.24,147.37,2.4,2.08,103,108
Well-57,1287.3,0.24,140.52,2.4,2.05,103,108
Well-57,1287.4,0.25,133.11,2.39,2.02,103,108
Well-57,1287.5,0.25,126.74,2.38,1.99,103,108
Well-57,1287.6,0.26,122.25,2.37,1.97,103,108
Well-57,1287.7,0.26,119.72,2.36,1.97,108,103
Well-57,1287.8,0.27,118.19,2.36,1.97,108,103
Well-57,1294,0.3,65.41,2.37,1.84,103,102
Well-57,1294.1,0.29,65.14,2.37,1.87,103,102
Well-57,1294.2,0.28,64.18,2.37,1.9,103,102
Well-57,1294.3,0.27,62.87,2.37,1.92,103,102
Well-57,1294.4,0.27,61.57,2.36,1.94,103,102
Well-57,1294.5,0.27,60.62,2.36,1.97,103,102
Well-57,1294.6,0.27,60.18,2.36,1.98,103,102
Well-57,1294.7,0.28,60.12,2.36,1.98,103,102
Well-57,1294.8,0.29,60.47,2.36,1.98,103,102
Well-57,1294.9,0.29,61.09,2.37,1.97,103,102
Well-57,1295,0.3,62.1,2.37,1.95,103,102
Well-57,1295.1,0.3,63.62,2.37,1.93,103,102
Well-57,1295.2,0.31,65.58,2.36,1.91,103,102
Well-57,1295.3,0.31,67.84,2.35,1.9,103,102
Well-57,1295.4,0.32,69.87,2.33,1.89,103,102
Well-57,1295.5,0.33,71.34,2.31,1.89,103,102
Well-57,1295.6,0.34,72.01,2.29,1.9,103,102
Well-57,1295.7,0.34,72.17,2.29,1.9,103,102
Well-57,1295.8,0.34,72,2.29,1.9,103,102
Well-57,1295.9,0.34,71.82,2.29,1.89,103,102
Well-57,1296,0.33,71.97,2.3,1.89,103,102
Well-57,1296.1,0.32,72.41,2.3,1.87,103,102
Well-57,1296.2,0.32,72.86,2.3,1.86,103,102
Well-57,1296.3,0.31,72.94,2.3,1.86,103,102
Well-57,1296.4,0.31,72.09,2.29,1.86,103,102
Well-57,1296.5,0.31,70.47,2.29,1.86,103,102
Well-57,1296.6,0.3,68.65,2.28,1.87,103,102
Well-57,1296.7,0.3,67.6,2.28,1.89,103,102
Well-57,1296.8,0.29,67.85,2.28,1.91,103,102
Well-57,1296.9,0.29,69.55,2.27,1.93,103,102
Well-57,1297,0.29,72.56,2.27,1.92,103,102
Well-57,1297.1,0.29,76.8,2.27,1.9,103,102
Well-57,1297.2,0.29,82.08,2.27,1.86,104,102
Well-57,1297.3,0.3,87.89,2.26,1.81,104,102
Well-57,1297.4,0.3,93.33,2.26,1.74,104,102
Well-57,1297.5,0.31,97.51,2.25,1.67,104,102
Well-57,1297.6,0.32,99.74,2.25,1.6,104,102
Well-57,1297.7,0.32,99.89,2.24,1.53,104,102
Well-57,1297.8,0.32,98.38,2.24,1.49,104,102
Well-57,1297.9,0.33,96.23,2.23,1.45,104,102
Well-57,1298,0.33,94.27,2.23,1.43,104,102
Well-57,1298.1,0.33,92.88,2.24,1.42,104,102
Well-57,1298.2,0.33,91.86,2.25,1.43,104,102
Well-57,1298.3,0.32,90.92,2.27,1.45,104,102
Well-57,1298.4,0.32,89.69,2.29,1.48,104,102
Well-57,1298.5,0.31,88.02,2.31,1.53,104,102
Well-57,1298.6,0.3,85.96,2.32,1.6,104,102
Well-57,1298.7,0.29,83.59,2.33,1.69,104,102
Well-57,1298.8,0.28,81.16,2.35,1.81,103,104
Well-57,1298.9,0.27,78.82,2.37,1.94,103,104
Well-57,1299,0.26,76.64,2.39,2.06,103,104
Well-57,1299.1,0.25,74.95,2.4,2.18,103,104
Well-57,1299.2,0.24,73.99,2.4,2.26,103,104
Well-57,1299.3,0.24,73.92,2.39,2.32,103,104
Well-57,1299.4,0.23,74.51,2.37,2.33,103,104
Well-57,1299.5,0.24,75.5,2.35,2.32,103,104
Well-57,1299.6,0.24,76.9,2.34,2.29,103,104
Well-57,1299.7,0.25,78.92,2.32,2.26,103,104
Well-57,1299.8,0.26,81.64,2.3,2.23,103,104
Well-57,1299.9,0.26,84.95,2.29,2.2,103,108
Well-57,1300,0.26,88.47,2.29,2.17,103,108
Well-57,1300.1,0.26,91.49,2.29,2.14,103,108
Well-57,1300.2,0.25,93.21,2.3,2.11,103,108
Well-57,1300.3,0.24,93.16,2.31,2.09,103,108
Well-57,1300.4,0.23,91.28,2.33,2.08,103,108
Well-57,1300.5,0.22,87.98,2.35,2.11,103,108
Well-57,1300.6,0.21,83.92,2.38,2.16,108,103
Well-57,1300.7,0.2,79.84,2.41,2.25,108,103
Well-57,1300.8,0.2,76.23,2.44,2.36,108,103
Well-57,1300.9,0.19,73.51,2.47,2.5,108,103
Well-57,1301,0.2,71.52,2.49,2.62,108,103
Well-57,1301.1,0.2,69.95,2.49,2.69,108,103
Well-57,1301.2,0.21,68.67,2.49,2.72,108,103
Well-57,1301.3,0.21,67.87,2.48,2.69,108,103
Well-57,1301.4,0.22,68.2,2.46,2.57,108,103
Well-57,1301.5,0.22,70.05,2.43,2.41,108,103
Well-57,1301.6,0.22,73.31,2.4,2.24,108,103
Well-57,1301.7,0.23,77.09,2.36,2.09,108,103
Well-57,1301.8,0.24,80.38,2.34,1.99,103,108
Well-57,1301.9,0.25,82.56,2.31,1.96,103,108
Well-57,1302,0.26,83.53,2.3,1.99,103,108
Well-57,1302.1,0.26,83.89,2.29,2.09,103,108
Well-57,1302.2,0.26,83.99,2.29,2.28,103,108
Well-57,1302.3,0.25,83.79,2.29,2.54,103,108
Well-57,1302.4,0.23,82.95,2.31,2.83,108,103
Well-57,1302.5,0.22,81.02,2.34,3.1,108,103
Well-57,1302.6,0.21,78.14,2.38,3.33,108,103
Well-57,1302.7,0.19,74.94,2.42,3.5,108,103
Well-57,1302.8,0.19,72.42,2.45,3.53,108,103
Well-57,1302.9,0.18,71.7,2.46,3.36,108,103
Well-57,1303,0.18,73.35,2.46,3.04,108,103
Well-57,1303.1,0.18,77.5,2.42,2.7,108,103
Well-57,1303.2,0.19,83.31,2.37,2.4,108,102
Well-57,1303.3,0.2,89.37,2.31,2.18,108,102
Well-57,1303.4,0.22,93.73,2.27,2.06,108,102
Well-57,1303.5,0.23,94.83,2.25,2.05,108,102
Well-57,1303.6,0.24,91.91,2.26,2.15,108,102
Well-57,1303.7,0.23,85.32,2.29,2.36,108,102
Well-57,1303.8,0.21,76.7,2.33,2.67,108,0
Well-57,1303.9,0.19,68.47,2.38,3.02,108,0
Well-57,1304,0.17,62.54,2.42,3.32,108,0
Well-57,1304.1,0.16,59.71,2.44,3.52,108,0
Well-57,1304.2,0.16,59.15,2.44,3.6,108,0
Well-57,1304.3,0.17,59.44,2.44,3.57,108,0
Well-57,1304.4,0.17,59.3,2.44,3.51,108,0
Well-57,1304.5,0.18,58.48,2.44,3.46,108,0
Well-57,1304.6,0.19,57.49,2.45,3.39,108,103
Well-57,1304.7,0.19,57.19,2.44,3.3,108,103
Well-57,1304.8,0.19,58.14,2.43,3.19,108,103
Well-57,1304.9,0.19,59.94,2.41,3.08,108,103
Well-57,1305,0.2,61.72,2.39,2.96,108,103
Well-57,1305.1,0.2,62.63,2.38,2.84,108,103
Well-57,1305.2,0.2,62.36,2.37,2.73,108,103
Well-57,1305.3,0.21,61.02,2.36,2.68,108,103
Well-57,1305.4,0.21,59.13,2.35,2.68,108,103
Well-57,1305.5,0.21,57.08,2.35,2.67,108,103
Well-57,1305.6,0.22,55.08,2.34,2.63,108,103
Well-57,1305.7,0.22,53.37,2.34,2.57,108,103
Well-57,1305.8,0.22,51.98,2.33,2.51,108,103
Well-57,1305.9,0.23,50.94,2.33,2.47,108,103
Well-57,1306,0.23,50.34,2.32,2.42,108,103
Well-57,1306.1,0.23,50.64,2.31,2.36,108,103
Well-57,1306.2,0.22,51.98,2.31,2.32,108,103
Well-57,1306.3,0.22,54.31,2.31,2.3,108,103
Well-57,1306.4,0.21,57.3,2.3,2.29,108,103
Well-57,1306.5,0.21,60.52,2.3,2.28,108,103
Well-57,1306.6,0.22,63.56,2.3,2.27,108,103
Well-57,1306.7,0.22,66.19,2.31,2.28,108,103
Well-57,1306.8,0.23,68.3,2.31,2.3,108,103
Well-57,1306.9,0.23,70.11,2.31,2.31,108,103
Well-57,1307,0.23,71.73,2.3,2.29,108,103
Well-57,1307.1,0.24,73.32,2.29,2.25,108,103
Well-57,1307.2,0.24,74.32,2.29,2.21,108,103
Well-57,1307.3,0.24,74.41,2.28,2.16,108,103
Well-57,1307.4,0.25,73.43,2.28,2.13,108,103
Well-57,1307.5,0.25,71.77,2.29,2.12,108,103
Well-57,1307.6,0.24,70.04,2.3,2.13,108,103
Well-57,1307.7,0.23,68.65,2.31,2.17,108,103
Well-57,1307.8,0.23,67.4,2.32,2.24,108,103
Well-57,1307.9,0.22,66.06,2.33,2.33,108,103
Well-57,1308,0.22,64.47,2.35,2.43,108,103
Well-57,1308.1,0.21,62.97,2.36,2.53,108,103
Well-57,1308.2,0.21,61.86,2.37,2.63,108,103
Well-57,1308.3,0.21,61.42,2.38,2.69,108,103
Well-57,1308.4,0.21,61.69,2.38,2.71,108,103
Well-57,1308.5,0.2,62.59,2.37,2.65,108,103
Well-57,1308.6,0.2,64.06,2.35,2.52,108,103
Well-57,1308.7,0.2,65.86,2.33,2.37,108,103
Well-57,1308.8,0.2,67.34,2.31,2.21,108,103
Well-57,1308.9,0.2,68.15,2.3,2.08,108,103
Well-57,1309,0.21,68.18,2.29,1.98,108,103
Well-57,1309.1,0.21,67.8,2.28,1.91,108,103
Well-57,1309.2,0.22,67.25,2.28,1.9,108,103
Well-57,1309.3,0.22,66.78,2.29,1.93,108,103
Well-57,1309.4,0.22,66.39,2.29,2,108,103
Well-57,1309.5,0.22,66.01,2.31,2.1,108,103
Well-57,1309.6,0.21,65.52,2.33,2.23,108,103
Well-57,1309.7,0.21,64.79,2.35,2.35,108,103
Well-57,1309.8,0.2,64.33,2.37,2.42,108,103
Well-57,1309.9,0.19,64.72,2.38,2.44,108,103
Well-57,1310,0.19,65.91,2.39,2.44,108,103
Well-57,1310.1,0.19,67.15,2.39,2.44,108,103
Well-57,1310.2,0.19,67.61,2.39,2.41,108,103
Well-57,1310.3,0.2,66.98,2.39,2.38,108,103
Well-57,1310.4,0.21,65.56,2.39,2.37,108,103
Well-57,1310.5,0.21,63.88,2.39,2.38,108,103
Well-57,1310.6,0.21,62.23,2.38,2.41,108,103
Well-57,1310.7,0.21,60.9,2.37,2.43,108,103
Well-57,1310.8,0.21,60.14,2.36,2.42,108,103
Well-57,1310.9,0.21,60.07,2.35,2.42,108,103
Well-57,1311,0.2,60.65,2.35,2.45,108,103
Well-57,1311.1,0.2,61.71,2.35,2.53,108,103
Well-57,1311.2,0.2,63.18,2.36,2.65,108,103
Well-57,1311.3,0.2,65.33,2.37,2.76,108,103
Well-57,1311.4,0.19,68.79,2.37,2.82,108,103
Well-57,1311.5,0.19,73.73,2.36,2.82,103,108
Well-57,1311.6,0.18,79.38,2.34,2.77,103,108
Well-57,1311.7,0.18,84.21,2.32,2.69,103,108
Well-57,1311.8,0.19,86.42,2.31,2.61,103,108
Well-57,1311.9,0.2,85.34,2.31,2.55,103,108
Well-57,1312,0.21,81.38,2.32,2.55,103,108
Well-57,1312.1,0.21,75.96,2.33,2.61,103,108
Well-2,1657.502,0.12,52.04,2.59,9.49,103,101
Well-2,1657.602,0.12,52.45,2.6,9.01,103,101
Well-2,1657.702,0.12,53.17,2.6,8.53,103,101
Well-2,1657.802,0.12,53.83,2.6,8.21,103,101
Well-2,1657.902,0.12,54.09,2.59,7.97,103,101
Well-2,1658.002,0.13,54.1,2.59,7.76,103,101
Well-2,1658.102,0.13,54.21,2.59,7.51,103,101
Well-2,1658.202,0.13,54.61,2.59,7.33,103,101
Well-2,1658.302,0.13,55.23,2.59,7.27,103,101
Well-2,1658.402,0.13,55.97,2.59,7.26,103,101
Well-2,1658.502,0.14,56.7,2.6,7.33,103,101
Well-2,1658.602,0.14,57.11,2.6,7.6,103,101
Well-2,1658.702,0.14,56.85,2.6,7.99,103,101
Well-2,1658.802,0.14,55.71,2.6,8.54,103,101
Well-2,1658.902,0.13,53.54,2.59,9.16,103,101
Well-2,1659.002,0.13,51.05,2.59,9.59,103,101
Well-2,1659.102,0.13,49.03,2.59,9.87,103,101
Well-2,1659.202,0.12,48,2.59,10.18,103,101
Well-2,1659.302,0.12,48.05,2.6,10.39,103,101
Well-2,1659.402,0.12,48.68,2.6,10.49,103,101
Well-2,1659.502,0.12,49.24,2.6,10.55,103,101
Well-2,1659.602,0.12,49.18,2.6,10.68,103,101
Well-2,1659.702,0.12,48.59,2.6,10.79,103,101
Well-2,1659.802,0.12,47.69,2.6,10.78,103,101
Well-2,1659.902,0.12,46.68,2.6,10.69,103,101
Well-2,1660.002,0.12,46.14,2.6,10.45,103,101
Well-2,1660.102,0.12,46.09,2.6,10.16,103,101
Well-2,1660.202,0.12,46.61,2.6,9.85,103,101
Well-2,1660.302,0.12,47.46,2.6,9.49,103,101
Well-2,1660.402,0.12,48.35,2.6,9.25,103,101
Well-2,1660.502,0.12,49.01,2.6,8.99,103,101
Well-2,1660.602,0.12,49.43,2.6,8.89,103,101
Well-2,1660.702,0.12,49.81,2.6,8.76,103,101
Well-2,1660.802,0.13,50.15,2.6,8.67,103,101
Well-2,1660.902,0.13,50.47,2.6,8.56,103,101
Well-2,1661.002,0.13,50.81,2.6,8.57,103,101
Well-2,1661.102,0.13,51.29,2.6,8.54,103,101
Well-2,1661.202,0.13,52.25,2.6,8.69,103,101
Well-2,1661.302,0.13,53.42,2.6,8.93,103,101
Well-2,1661.402,0.13,54.28,2.6,9.21,103,101
Well-2,1661.502,0.13,54.03,2.6,9.72,103,101
Well-2,1661.602,0.13,52.54,2.6,10.14,103,101
Well-2,1661.702,0.13,50.31,2.6,10.48,103,101
Well-2,1661.802,0.13,48.25,2.6,10.67,103,101
Well-2,1661.902,0.12,46.98,2.6,10.81,103,101
Well-2,1662.002,0.12,46.75,2.6,10.94,103,101
Well-2,1662.102,0.12,47.17,2.6,11.04,103,101
Well-2,1662.202,0.12,47.74,2.6,11.16,103,101
Well-2,1662.302,0.12,47.98,2.6,11.23,103,101
Well-2,1662.402,0.12,47.81,2.6,11.18,103,101
Well-2,1662.502,0.12,47.45,2.6,11.02,103,101
Well-2,1662.602,0.12,47.4,2.6,10.79,103,101
Well-2,1662.702,0.12,48,2.6,10.5,103,101
Well-2,1662.802,0.12,48.86,2.6,10.2,103,101
Well-2,1662.902,0.12,49.59,2.6,9.8,103,101
Well-2,1663.002,0.12,50.1,2.59,9.44,103,101
Well-2,1663.102,0.12,50.59,2.59,9.04,103,101
Well-2,1663.202,0.12,51.65,2.59,8.74,103,101
Well-2,1663.302,0.12,53.33,2.59,8.41,103,101
Well-2,1663.402,0.12,55.1,2.59,8.13,103,101
Well-2,1663.502,0.12,56.48,2.59,7.94,103,101
Well-2,1663.602,0.12,57.33,2.6,7.88,103,101
Well-2,1663.702,0.13,57.75,2.6,7.94,103,101
Well-2,1663.802,0.13,57.83,2.6,8.01,103,101
Well-2,1663.902,0.13,57.87,2.6,8.1,103,101
Well-2,1664.002,0.13,57.8,2.6,8.08,103,101
Well-2,1664.102,0.13,57.72,2.6,8.15,103,101
Well-2,1664.202,0.13,57.8,2.6,8.27,103,101
Well-2,1664.302,0.13,57.93,2.6,8.4,103,101
Well-2,1664.402,0.13,57.62,2.61,8.52,103,101
Well-2,1664.502,0.13,56.49,2.61,8.68,103,101
Well-2,1664.602,0.13,54.54,2.62,8.89,103,101
Well-2,1664.702,0.13,52.18,2.61,9.25,103,101
Well-2,1664.802,0.12,49.8,2.61,9.75,103,101
Well-2,1664.902,0.12,47.73,2.61,10.02,103,101
Well-2,1665.002,0.11,45.84,2.61,10.19,103,101
Well-2,1665.102,0.11,44.36,2.61,10.22,103,101
Well-2,1665.202,0.11,43.29,2.61,10.09,103,101
Well-2,1665.302,0.11,42.64,2.61,9.58,103,101
Well-2,1665.402,0.11,42.54,2.61,8.94,103,101
Well-2,1665.502,0.11,43.35,2.61,8.33,103,101
Well-2,1665.602,0.11,44.98,2.61,7.79,103,101
Well-2,1665.702,0.11,47.01,2.61,7.39,103,101
Well-2,1665.802,0.12,48.99,2.61,7.13,103,101
Well-2,1665.902,0.12,50.15,2.61,7.06,103,101
Well-2,1666.002,0.12,50.24,2.61,7.14,103,101
Well-2,1666.102,0.12,49.49,2.61,7.2,103,101
Well-2,1666.202,0.12,48.18,2.61,7.11,103,101
Well-2,1666.302,0.12,46.95,2.61,6.95,103,101
Well-2,1666.402,0.12,46.21,2.6,6.61,103,101
Well-2,1697.402,0.2,172.51,2.61,5.41,103,104
Well-2,1697.502,0.2,171.15,2.63,6,103,104
Well-2,1697.602,0.19,160.67,2.65,6.74,103,104
Well-2,1697.702,0.18,146.64,2.66,6.83,103,104
Well-2,1697.802,0.17,134.5,2.67,6.76,103,104
Well-2,1697.902,0.17,127.39,2.67,6.51,103,108
Well-2,1698.002,0.16,125.87,2.68,6.4,103,108
Well-2,1698.102,0.16,128.07,2.68,6.18,103,108
Well-2,1698.202,0.17,132.36,2.68,6.04,103,108
Well-2,1698.302,0.17,138.03,2.67,5.81,103,108
Well-2,1698.402,0.18,145.16,2.66,5.78,103,104
Well-2,1698.502,0.19,153.27,2.65,5.71,103,104
Well-2,1698.602,0.19,161.32,2.64,5.8,103,104
Well-2,1698.702,0.19,167.9,2.64,6,103,104
Well-2,1698.802,0.2,172.53,2.65,6.32,103,104
Well-2,1698.902,0.2,175.41,2.65,6.72,103,104
Well-2,1699.002,0.21,176.94,2.66,7.14,103,104
Well-2,1699.102,0.21,177.27,2.66,7.51,103,104
Well-2,1699.202,0.21,176.52,2.65,7.66,103,104
Well-2,1699.302,0.21,174.07,2.65,7.51,103,104
Well-2,1699.402,0.2,169.44,2.63,7.07,103,104
Well-2,1699.502,0.2,162.22,2.6,6.43,103,104
Well-2,1699.602,0.19,152.33,2.56,5.54,103,104
Well-2,1699.702,0.19,139.76,2.5,4.82,103,104
Well-2,1699.802,0.19,125.04,2.43,4.15,103,104
Well-2,1699.902,0.18,109.31,2.37,3.83,101,113
Well-2,1700.002,0.18,94.25,2.32,3.72,101,113
Well-2,1700.102,0.17,81.55,2.29,3.67,101,113
Well-2,1700.202,0.17,72.16,2.27,3.76,101,113
Well-2,1700.302,0.17,66.22,2.26,3.94,101,113
Well-2,1700.402,0.17,62.67,2.26,4.11,101,113
Well-2,1700.502,0.17,60.33,2.27,4.19,101,113
Well-2,1700.602,0.17,58.3,2.28,4.11,101,113
Well-2,1700.702,0.17,56.28,2.29,3.98,101,113
Well-2,1700.802,0.17,54.3,2.29,3.85,101,113
Well-2,1700.902,0.17,52.62,2.29,3.79,101,113
Well-2,1701.002,0.16,51.3,2.28,3.71,101,113
Well-2,1701.102,0.16,50.66,2.28,3.77,101,113
Well-2,1701.202,0.16,50.47,2.28,3.78,101,113
Well-2,1701.302,0.17,50.5,2.28,3.88,101,113
Well-2,1701.402,0.17,50.37,2.28,3.93,101,113
Well-2,1701.502,0.17,50.34,2.29,4,101,113
Well-2,1701.602,0.16,50.4,2.29,4.1,101,113
Well-2,1701.702,0.16,50.74,2.3,4.13,101,113
Well-2,1701.802,0.16,51.52,2.31,4.25,101,113
Well-2,1701.902,0.16,52.75,2.31,4.38,101,113
Well-2,1702.002,0.16,54.29,2.31,4.46,101,113
Well-2,1702.102,0.16,55.88,2.32,4.6,101,113
Well-2,1702.202,0.16,57.21,2.33,4.66,101,113
Well-2,1702.302,0.16,58.55,2.33,4.82,101,113
Well-2,1702.402,0.16,60.09,2.34,4.93,101,113
Well-2,1702.502,0.16,61.78,2.34,5.02,101,113
Well-2,1702.602,0.16,63.37,2.35,4.99,101,113
Well-2,1702.702,0.16,64.61,2.35,4.99,101,113
Well-2,1702.802,0.16,65.5,2.36,4.97,101,113
Well-2,1702.902,0.16,66.04,2.37,4.87,101,113
Well-2,1703.002,0.16,66.46,2.37,4.76,101,113
